index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
7498,8498,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7499,8499,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7500,8500,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7501,8501,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
7502,8502,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7503,8503,random_dense,14,53,4,10,2,2,True,1.0,1.5714,4.0,True,True
7504,8504,greedy_trap,14,17,1,4,4,4,True,1.0,1.4286,4.0,True,True
7505,8505,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7506,8506,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
7507,8507,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7508,8508,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7509,8509,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7510,8510,random_dense,12,27,1,7,3,3,True,1.0,2.0,4.0,True,True
7511,8511,greedy_trap,16,20,1,4,4,4,True,1.0,1.25,4.0,True,True
7512,8512,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7513,8513,perfect_code_perturbed,8,15,3,5,2,2,True,1.0,1.5,4.0,True,True
7514,8514,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7515,8515,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
7516,8516,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7517,8517,random_dense,16,58,3,10,2,2,True,1.0,1.375,4.0,True,True
7518,8518,greedy_trap,11,15,1,5,3,3,True,1.0,1.6364,4.0,True,True
7519,8519,geometric_setcover,16,21,1,6,4,4,True,1.0,1.75,4.0,True,True
7520,8520,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
7521,8521,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7522,8522,cocktail_multipartite,12,52,8,10,2,2,True,1.0,1.8333,4.0,True,True
7523,8523,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7524,8524,random_dense,16,41,3,8,3,3,True,1.0,1.6875,4.0,True,True
7525,8525,greedy_trap,7,8,1,3,2,2,True,1.0,1.1429,4.0,True,True
7526,8526,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7527,8527,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
7528,8528,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7529,8529,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7530,8530,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
7531,8531,random_dense,14,38,2,8,3,3,True,1.0,1.9286,4.0,True,True
7532,8532,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
7533,8533,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7534,8534,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
7535,8535,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
7536,8536,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
7537,8537,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7538,8538,random_dense,14,51,4,9,2,2,True,1.0,1.4286,4.0,True,True
7539,8539,greedy_trap,15,16,1,4,4,4,True,1.0,1.3333,4.0,True,True
7540,8540,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7541,8541,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7542,8542,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7543,8543,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7544,8544,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7545,8545,random_dense,10,28,3,7,2,2,True,1.0,1.6,4.0,True,True
7546,8546,greedy_trap,16,19,1,4,4,4,True,1.0,1.25,4.0,True,True
7547,8547,geometric_setcover,16,21,1,6,4,4,True,1.0,1.75,4.0,True,True
7548,8548,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7549,8549,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7550,8550,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
7551,8551,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7552,8552,random_dense,8,13,1,4,2,2,True,1.0,1.25,4.0,True,True
7553,8553,greedy_trap,9,11,2,4,3,3,True,1.0,1.6667,4.0,True,True
7554,8554,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7555,8555,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
7556,8556,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7557,8557,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7558,8558,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
7559,8559,random_dense,10,29,4,7,2,2,True,1.0,1.6,4.0,True,True
7560,8560,greedy_trap,10,11,1,4,2,2,True,1.0,1.0,4.0,True,True
7561,8561,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7562,8562,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7563,8563,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7564,8564,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7565,8565,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7566,8566,random_dense,16,46,2,9,3,3,True,1.0,1.875,4.0,True,True
7567,8567,greedy_trap,12,17,1,4,3,3,True,1.0,1.25,4.0,True,True
7568,8568,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7569,8569,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7570,8570,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
7571,8571,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7572,8572,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
7573,8573,random_dense,10,22,2,7,2,2,True,1.0,1.6,4.0,True,True
7574,8574,greedy_trap,11,17,1,5,3,3,True,1.0,1.6364,4.0,True,True
7575,8575,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7576,8576,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7577,8577,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7578,8578,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
7579,8579,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7580,8580,random_dense,12,20,1,5,3,3,True,1.0,1.5,4.0,True,True
7581,8581,greedy_trap,15,17,1,4,4,4,True,1.0,1.3333,4.0,True,True
7582,8582,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7583,8583,perfect_code_perturbed,13,27,4,5,3,3,True,1.0,1.3846,4.0,True,True
7584,8584,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7585,8585,cocktail_multipartite,13,63,9,10,2,2,True,1.0,1.6923,4.0,True,True
7586,8586,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
7587,8587,random_dense,10,23,3,7,2,2,True,1.0,1.6,4.0,True,True
7588,8588,greedy_trap,13,18,2,5,4,4,True,1.0,1.8462,4.0,True,True
7589,8589,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7590,8590,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
7591,8591,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7592,8592,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7593,8593,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7594,8594,random_dense,14,40,3,8,3,3,True,1.0,1.9286,4.0,True,True
7595,8595,greedy_trap,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
7596,8596,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7597,8597,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7598,8598,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7599,8599,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
7600,8600,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7601,8601,random_dense,8,18,3,6,2,2,True,1.0,1.75,4.0,True,True
7602,8602,greedy_trap,16,23,2,6,4,4,True,1.0,1.75,4.0,True,True
7603,8603,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7604,8604,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7605,8605,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
7606,8606,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7607,8607,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7608,8608,random_dense,14,46,2,10,3,3,True,1.0,2.3571,4.0,True,True
7609,8609,greedy_trap,16,23,1,5,4,4,True,1.0,1.5,4.0,True,True
7610,8610,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7611,8611,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
7612,8612,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7613,8613,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
7614,8614,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
7615,8615,random_dense,14,56,5,11,2,2,True,1.0,1.7143,4.0,True,True
7616,8616,greedy_trap,14,22,2,5,3,3,True,1.0,1.2857,4.0,True,True
7617,8617,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7618,8618,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7619,8619,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7620,8620,cocktail_multipartite,4,4,2,2,2,2,True,1.0,1.5,4.0,True,True
7621,8621,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7622,8622,random_dense,14,41,2,8,3,3,True,1.0,1.9286,4.0,True,True
7623,8623,greedy_trap,15,19,1,4,4,4,True,1.0,1.3333,4.0,True,True
7624,8624,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7625,8625,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7626,8626,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7627,8627,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
7628,8628,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7629,8629,random_dense,14,52,4,12,2,2,True,1.0,1.8571,4.0,True,True
7630,8630,greedy_trap,16,24,1,5,4,4,True,1.0,1.5,4.0,True,True
7631,8631,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7632,8632,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
7633,8633,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7634,8634,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7635,8635,random_regular,12,18,3,3,3,3,True,1.0,1.0,4.0,True,True
7636,8636,random_dense,12,43,5,9,2,2,True,1.0,1.6667,4.0,True,True
7637,8637,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
7638,8638,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7639,8639,perfect_code_perturbed,9,20,4,5,2,2,True,1.0,1.3333,4.0,True,True
7640,8640,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
7641,8641,cocktail_multipartite,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7642,8642,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
7643,8643,random_dense,10,30,3,8,2,2,True,1.0,1.8,4.0,True,True
7644,8644,greedy_trap,10,11,1,4,3,3,True,1.0,1.5,4.0,True,True
7645,8645,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7646,8646,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7647,8647,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7648,8648,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
7649,8649,random_regular,16,24,3,3,4,4,True,1.0,1.0,4.0,True,True
7650,8650,random_dense,14,58,5,11,2,2,True,1.0,1.7143,4.0,True,True
7651,8651,greedy_trap,13,17,1,4,3,3,True,1.0,1.1538,4.0,True,True
7652,8652,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7653,8653,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
7654,8654,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7655,8655,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
7656,8656,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7657,8657,random_dense,10,18,2,5,2,2,True,1.0,1.2,4.0,True,True
7658,8658,greedy_trap,8,12,2,4,2,2,True,1.0,1.25,4.0,True,True
7659,8659,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7660,8660,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7661,8661,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7662,8662,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
7663,8663,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
7664,8664,random_dense,12,40,3,10,2,2,True,1.0,1.8333,4.0,True,True
7665,8665,greedy_trap,13,19,1,5,3,3,True,1.0,1.3846,4.0,True,True
7666,8666,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7667,8667,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
7668,8668,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7669,8669,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7670,8670,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7671,8671,random_dense,10,11,1,4,3,3,True,1.0,1.5,4.0,True,True
7672,8672,greedy_trap,12,18,1,5,3,3,True,1.0,1.5,4.0,True,True
7673,8673,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7674,8674,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7675,8675,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7676,8676,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7677,8677,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7678,8678,random_dense,16,55,4,9,2,2,True,1.0,1.25,4.0,True,True
7679,8679,greedy_trap,11,12,1,4,3,3,True,1.0,1.3636,4.0,True,True
7680,8680,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7681,8681,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7682,8682,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7683,8683,cocktail_multipartite,13,63,9,10,2,2,True,1.0,1.6923,4.0,True,True
7684,8684,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7685,8685,random_dense,8,17,3,5,2,2,True,1.0,1.5,4.0,True,True
7686,8686,greedy_trap,16,20,1,4,4,4,True,1.0,1.25,4.0,True,True
7687,8687,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7688,8688,perfect_code_perturbed,7,16,4,6,1,1,True,1.0,1.0,4.0,True,True
7689,8689,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7690,8690,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7691,8691,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
7692,8692,random_dense,10,18,2,5,3,3,True,1.0,1.8,4.0,True,True
7693,8693,greedy_trap,13,21,1,6,3,3,True,1.0,1.6154,4.0,True,True
7694,8694,geometric_setcover,16,21,1,6,4,4,True,1.0,1.75,4.0,True,True
7695,8695,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7696,8696,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7697,8697,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7698,8698,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
7699,8699,random_dense,14,33,2,7,3,3,True,1.0,1.7143,4.0,True,True
7700,8700,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
7701,8701,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7702,8702,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
7703,8703,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7704,8704,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7705,8705,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7706,8706,random_dense,8,18,4,5,2,2,True,1.0,1.5,4.0,True,True
7707,8707,greedy_trap,12,13,1,3,3,3,True,1.0,1.0,4.0,True,True
7708,8708,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7709,8709,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7710,8710,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7711,8711,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7712,8712,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
7713,8713,random_dense,16,57,3,12,2,2,True,1.0,1.625,4.0,True,True
7714,8714,greedy_trap,16,21,1,4,4,4,True,1.0,1.25,4.0,True,True
7715,8715,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7716,8716,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
7717,8717,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7718,8718,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
7719,8719,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7720,8720,random_dense,10,15,1,5,3,3,True,1.0,1.8,4.0,True,True
7721,8721,greedy_trap,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
7722,8722,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7723,8723,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7724,8724,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7725,8725,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
7726,8726,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
7727,8727,random_dense,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
7728,8728,greedy_trap,12,14,1,4,3,3,True,1.0,1.25,4.0,True,True
7729,8729,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7730,8730,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7731,8731,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7732,8732,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
7733,8733,random_regular,8,12,3,3,3,3,True,1.0,1.5,4.0,True,True
7734,8734,random_dense,16,47,4,10,3,3,True,1.0,2.0625,4.0,True,True
7735,8735,greedy_trap,9,13,1,4,2,2,True,1.0,1.1111,4.0,True,True
7736,8736,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7737,8737,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
7738,8738,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7739,8739,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7740,8740,random_regular,16,40,5,5,4,4,True,1.0,1.5,4.0,True,True
7741,8741,random_dense,10,20,2,7,2,2,True,1.0,1.6,4.0,True,True
7742,8742,greedy_trap,12,19,2,5,3,3,True,1.0,1.5,4.0,True,True
7743,8743,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7744,8744,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7745,8745,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7746,8746,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
7747,8747,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7748,8748,random_dense,12,45,6,9,2,2,True,1.0,1.6667,4.0,True,True
7749,8749,greedy_trap,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
7750,8750,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7751,8751,perfect_code_perturbed,9,20,4,5,2,2,True,1.0,1.3333,4.0,True,True
7752,8752,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7753,8753,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7754,8754,random_regular,12,18,3,3,3,3,True,1.0,1.0,4.0,True,True
7755,8755,random_dense,12,39,4,8,2,2,True,1.0,1.5,4.0,True,True
7756,8756,greedy_trap,13,22,1,5,3,3,True,1.0,1.3846,4.0,True,True
7757,8757,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7758,8758,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
7759,8759,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7760,8760,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7761,8761,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7762,8762,random_dense,12,27,2,7,3,3,True,1.0,2.0,4.0,True,True
7763,8763,greedy_trap,8,9,1,4,2,2,True,1.0,1.25,4.0,True,True
7764,8764,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7765,8765,perfect_code_perturbed,11,22,4,4,3,3,True,1.0,1.3636,4.0,True,True
7766,8766,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7767,8767,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7768,8768,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7769,8769,random_dense,16,52,4,9,3,3,True,1.0,1.875,4.0,True,True
7770,8770,greedy_trap,9,12,1,5,2,2,True,1.0,1.3333,4.0,True,True
7771,8771,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7772,8772,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7773,8773,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7774,8774,cocktail_multipartite,5,6,2,3,2,2,True,1.0,1.6,4.0,True,True
7775,8775,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
7776,8776,random_dense,8,14,1,6,2,2,True,1.0,1.75,4.0,True,True
7777,8777,greedy_trap,8,9,1,3,2,2,True,1.0,1.0,4.0,True,True
7778,8778,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7779,8779,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7780,8780,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
7781,8781,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
7782,8782,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7783,8783,random_dense,16,68,6,11,2,2,True,1.0,1.5,4.0,True,True
7784,8784,greedy_trap,12,17,1,5,3,3,True,1.0,1.5,4.0,True,True
7785,8785,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7786,8786,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
7787,8787,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7788,8788,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
7789,8789,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
7790,8790,random_dense,12,17,1,5,3,3,True,1.0,1.5,4.0,True,True
7791,8791,greedy_trap,15,22,1,5,4,4,True,1.0,1.6,4.0,True,True
7792,8792,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7793,8793,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7794,8794,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7795,8795,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7796,8796,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
7797,8797,random_dense,10,29,5,7,2,2,True,1.0,1.6,4.0,True,True
7798,8798,greedy_trap,8,9,1,4,2,2,True,1.0,1.25,4.0,True,True
7799,8799,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
7800,8800,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
7801,8801,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7802,8802,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7803,8803,random_regular,12,18,3,3,4,4,True,1.0,1.3333,4.0,True,True
7804,8804,random_dense,14,26,1,6,4,4,True,1.0,2.0,4.0,True,True
7805,8805,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
7806,8806,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7807,8807,perfect_code_perturbed,9,20,4,5,2,2,True,1.0,1.3333,4.0,True,True
7808,8808,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7809,8809,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
7810,8810,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
7811,8811,random_dense,12,21,2,6,3,3,True,1.0,1.75,4.0,True,True
7812,8812,greedy_trap,16,25,1,8,4,4,True,1.0,2.25,4.0,True,True
