index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
323,1323,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
324,1324,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
325,1325,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
326,1326,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
327,1327,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
328,1328,random_dense,10,25,2,7,2,2,True,1.0,1.6,4.0,True,True
329,1329,greedy_trap,12,16,2,4,3,3,True,1.0,1.25,4.0,True,True
330,1330,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
331,1331,perfect_code_perturbed,13,28,4,5,3,3,True,1.0,1.3846,4.0,True,True
332,1332,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
333,1333,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
334,1334,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
335,1335,random_dense,16,83,8,13,2,2,True,1.0,1.75,4.0,True,True
336,1336,greedy_trap,15,17,1,4,4,4,True,1.0,1.3333,4.0,True,True
337,1337,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
338,1338,perfect_code_perturbed,11,23,4,5,2,2,True,1.0,1.0909,4.0,True,True
339,1339,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
340,1340,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
341,1341,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
342,1342,random_dense,8,17,2,6,2,2,True,1.0,1.75,4.0,True,True
343,1343,greedy_trap,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
344,1344,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
345,1345,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
346,1346,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
347,1347,cocktail_multipartite,11,44,7,9,2,2,True,1.0,1.8182,4.0,True,True
348,1348,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
349,1349,random_dense,8,8,1,3,3,3,True,1.0,1.5,4.0,True,True
350,1350,greedy_trap,11,15,1,4,3,3,True,1.0,1.3636,4.0,True,True
351,1351,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
352,1352,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
353,1353,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
354,1354,cocktail_multipartite,4,4,2,2,2,2,True,1.0,1.5,4.0,True,True
355,1355,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
356,1356,random_dense,10,28,4,8,2,2,True,1.0,1.8,4.0,True,True
357,1357,greedy_trap,14,19,2,5,4,4,True,1.0,1.7143,4.0,True,True
358,1358,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
359,1359,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
360,1360,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
361,1361,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
362,1362,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
363,1363,random_dense,10,23,2,7,3,3,True,1.0,2.4,4.0,True,True
364,1364,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
365,1365,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
366,1366,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
367,1367,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
368,1368,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
369,1369,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
370,1370,random_dense,16,47,3,8,3,3,True,1.0,1.6875,4.0,True,True
371,1371,greedy_trap,16,19,1,4,4,4,True,1.0,1.25,4.0,True,True
372,1372,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
373,1373,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
374,1374,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
375,1375,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
376,1376,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
377,1377,random_dense,10,33,5,8,2,2,True,1.0,1.8,4.0,True,True
378,1378,greedy_trap,7,9,2,3,2,2,True,1.0,1.1429,4.0,True,True
379,1379,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
380,1380,perfect_code_perturbed,15,33,4,6,3,3,True,1.0,1.4,4.0,True,True
381,1381,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
382,1382,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
383,1383,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
384,1384,random_dense,12,23,1,7,3,3,True,1.0,2.0,4.0,True,True
385,1385,greedy_trap,6,7,2,3,2,2,True,1.0,1.3333,4.0,True,True
386,1386,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
387,1387,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
388,1388,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
389,1389,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
390,1390,random_regular,8,12,3,3,3,3,True,1.0,1.5,4.0,True,True
391,1391,random_dense,10,20,2,6,2,2,True,1.0,1.4,4.0,True,True
392,1392,greedy_trap,11,13,1,4,3,3,True,1.0,1.3636,4.0,True,True
393,1393,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
394,1394,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
395,1395,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
396,1396,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
397,1397,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
398,1398,random_dense,12,30,2,7,2,2,True,1.0,1.3333,4.0,True,True
399,1399,greedy_trap,15,18,1,4,4,4,True,1.0,1.3333,4.0,True,True
400,1400,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
401,1401,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
402,1402,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
403,1403,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
404,1404,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
405,1405,random_dense,14,53,5,11,2,2,True,1.0,1.7143,4.0,True,True
406,1406,greedy_trap,10,14,1,4,2,2,True,1.0,1.0,4.0,True,True
407,1407,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
408,1408,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
409,1409,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
410,1410,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
411,1411,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
412,1412,random_dense,14,31,2,7,3,3,True,1.0,1.7143,4.0,True,True
413,1413,greedy_trap,12,19,1,5,3,3,True,1.0,1.5,4.0,True,True
414,1414,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
415,1415,perfect_code_perturbed,13,28,4,5,3,3,True,1.0,1.3846,4.0,True,True
416,1416,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
417,1417,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
418,1418,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
419,1419,random_dense,16,60,5,11,2,2,True,1.0,1.5,4.0,True,True
420,1420,greedy_trap,16,19,1,4,4,4,True,1.0,1.25,4.0,True,True
421,1421,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
422,1422,perfect_code_perturbed,16,35,4,6,4,4,True,1.0,1.75,4.0,True,True
423,1423,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
424,1424,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
425,1425,random_regular,12,18,3,3,4,4,True,1.0,1.3333,4.0,True,True
426,1426,random_dense,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
427,1427,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
428,1428,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
429,1429,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
430,1430,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
431,1431,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
432,1432,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
433,1433,random_dense,8,12,1,5,3,3,True,1.0,2.25,4.0,True,True
434,1434,greedy_trap,7,8,1,3,2,2,True,1.0,1.1429,4.0,True,True
435,1435,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
436,1436,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
437,1437,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
438,1438,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
439,1439,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
440,1440,random_dense,10,34,5,8,2,2,True,1.0,1.8,4.0,True,True
441,1441,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
442,1442,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
443,1443,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
444,1444,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
445,1445,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
446,1446,random_regular,12,18,3,3,4,4,True,1.0,1.3333,4.0,True,True
447,1447,random_dense,8,18,3,6,2,2,True,1.0,1.75,4.0,True,True
448,1448,greedy_trap,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
449,1449,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
450,1450,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
451,1451,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
452,1452,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
453,1453,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
454,1454,random_dense,12,34,3,8,2,2,True,1.0,1.5,4.0,True,True
455,1455,greedy_trap,15,19,1,4,4,4,True,1.0,1.3333,4.0,True,True
456,1456,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
457,1457,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
458,1458,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
459,1459,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
460,1460,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
461,1461,random_dense,8,15,3,4,2,2,True,1.0,1.25,4.0,True,True
462,1462,greedy_trap,13,17,1,4,3,3,True,1.0,1.1538,4.0,True,True
463,1463,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
464,1464,perfect_code_perturbed,16,34,4,6,4,4,True,1.0,1.75,4.0,True,True
465,1465,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
466,1466,cocktail_multipartite,10,32,6,8,2,2,True,1.0,1.8,4.0,True,True
467,1467,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
468,1468,random_dense,10,17,2,6,2,2,True,1.0,1.4,4.0,True,True
469,1469,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
470,1470,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
471,1471,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
472,1472,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
473,1473,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
474,1474,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
475,1475,random_dense,8,14,1,5,2,2,True,1.0,1.5,4.0,True,True
476,1476,greedy_trap,13,18,1,4,4,4,True,1.0,1.5385,4.0,True,True
477,1477,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
478,1478,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
479,1479,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
480,1480,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
481,1481,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
482,1482,random_dense,8,16,2,6,2,2,True,1.0,1.75,4.0,True,True
483,1483,greedy_trap,15,22,1,5,4,4,True,1.0,1.6,4.0,True,True
484,1484,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
485,1485,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
486,1486,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
487,1487,cocktail_multipartite,11,44,7,9,2,2,True,1.0,1.8182,4.0,True,True
488,1488,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
489,1489,random_dense,14,44,3,9,2,2,True,1.0,1.4286,4.0,True,True
490,1490,greedy_trap,15,20,1,6,4,4,True,1.0,1.8667,4.0,True,True
491,1491,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
492,1492,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
493,1493,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
494,1494,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
495,1495,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
496,1496,random_dense,8,7,1,3,3,3,True,1.0,1.5,4.0,True,True
497,1497,greedy_trap,7,8,1,3,2,2,True,1.0,1.1429,4.0,True,True
498,1498,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
499,1499,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
500,1500,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
501,1501,cocktail_multipartite,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
502,1502,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
503,1503,random_dense,14,61,6,11,2,2,True,1.0,1.7143,4.0,True,True
504,1504,greedy_trap,13,22,2,6,3,3,True,1.0,1.6154,4.0,True,True
505,1505,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
506,1506,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
507,1507,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
508,1508,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
509,1509,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
510,1510,random_dense,14,43,4,9,2,2,True,1.0,1.4286,4.0,True,True
511,1511,greedy_trap,9,12,1,4,2,2,True,1.0,1.1111,4.0,True,True
512,1512,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
513,1513,perfect_code_perturbed,11,22,4,4,3,3,True,1.0,1.3636,4.0,True,True
514,1514,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
515,1515,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
516,1516,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
517,1517,random_dense,14,43,4,9,3,3,True,1.0,2.1429,4.0,True,True
518,1518,greedy_trap,9,12,1,4,2,2,True,1.0,1.1111,4.0,True,True
519,1519,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
520,1520,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
521,1521,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
522,1522,cocktail_multipartite,10,37,7,8,2,2,True,1.0,1.8,4.0,True,True
523,1523,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
524,1524,random_dense,8,8,1,4,2,2,True,1.0,1.25,4.0,True,True
525,1525,greedy_trap,15,21,1,4,3,3,True,1.0,1.0,4.0,True,True
526,1526,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
527,1527,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
528,1528,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
529,1529,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
530,1530,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
531,1531,random_dense,8,13,2,5,2,2,True,1.0,1.5,4.0,True,True
532,1532,greedy_trap,8,12,2,5,2,2,True,1.0,1.5,4.0,True,True
533,1533,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
534,1534,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
535,1535,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
536,1536,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
537,1537,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
538,1538,random_dense,12,32,1,8,2,2,True,1.0,1.5,4.0,True,True
539,1539,greedy_trap,9,12,2,4,2,2,True,1.0,1.1111,4.0,True,True
540,1540,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
541,1541,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
542,1542,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
543,1543,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
544,1544,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
545,1545,random_dense,10,20,1,7,2,2,True,1.0,1.6,4.0,True,True
546,1546,greedy_trap,8,11,1,4,2,2,True,1.0,1.25,4.0,True,True
547,1547,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
548,1548,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
549,1549,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
550,1550,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
551,1551,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
552,1552,random_dense,10,23,3,7,2,2,True,1.0,1.6,4.0,True,True
553,1553,greedy_trap,15,19,1,4,4,4,True,1.0,1.3333,4.0,True,True
554,1554,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
555,1555,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
556,1556,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
557,1557,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
558,1558,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
559,1559,random_dense,14,33,2,8,3,3,True,1.0,1.9286,4.0,True,True
560,1560,greedy_trap,16,19,1,4,4,4,True,1.0,1.25,4.0,True,True
561,1561,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
562,1562,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
563,1563,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
564,1564,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
565,1565,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
566,1566,random_dense,8,13,2,5,2,2,True,1.0,1.5,4.0,True,True
567,1567,greedy_trap,12,13,1,3,4,4,True,1.0,1.3333,4.0,True,True
568,1568,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
569,1569,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
570,1570,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
571,1571,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
572,1572,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
573,1573,random_dense,14,54,5,9,2,2,True,1.0,1.4286,4.0,True,True
574,1574,greedy_trap,9,12,2,5,3,3,True,1.0,2.0,4.0,True,True
575,1575,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
576,1576,perfect_code_perturbed,11,24,4,6,2,2,True,1.0,1.2727,4.0,True,True
577,1577,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
578,1578,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
579,1579,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
580,1580,random_dense,10,14,1,5,3,3,True,1.0,1.8,4.0,True,True
581,1581,greedy_trap,16,22,1,5,4,4,True,1.0,1.5,4.0,True,True
582,1582,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
583,1583,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
584,1584,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
585,1585,cocktail_multipartite,11,45,8,9,2,2,True,1.0,1.8182,4.0,True,True
586,1586,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
587,1587,random_dense,8,11,1,4,2,2,True,1.0,1.25,4.0,True,True
588,1588,greedy_trap,14,18,1,4,4,4,True,1.0,1.4286,4.0,True,True
589,1589,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
590,1590,perfect_code_perturbed,16,35,4,5,4,4,True,1.0,1.5,4.0,True,True
591,1591,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
592,1592,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
593,1593,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
594,1594,random_dense,16,82,9,12,2,2,True,1.0,1.625,4.0,True,True
595,1595,greedy_trap,8,13,2,4,2,2,True,1.0,1.25,4.0,True,True
596,1596,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
597,1597,perfect_code_perturbed,13,28,4,6,3,3,True,1.0,1.6154,4.0,True,True
598,1598,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
599,1599,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
600,1600,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
601,1601,random_dense,14,43,4,9,2,2,True,1.0,1.4286,4.0,True,True
602,1602,greedy_trap,13,18,1,5,3,3,True,1.0,1.3846,4.0,True,True
603,1603,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
604,1604,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
605,1605,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
606,1606,cocktail_multipartite,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
607,1607,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
608,1608,random_dense,10,30,5,8,2,2,True,1.0,1.8,4.0,True,True
609,1609,greedy_trap,11,13,1,4,3,3,True,1.0,1.3636,4.0,True,True
610,1610,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
611,1611,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
612,1612,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
613,1613,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
614,1614,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
615,1615,random_dense,12,29,1,7,3,3,True,1.0,2.0,4.0,True,True
616,1616,greedy_trap,16,21,1,5,4,4,True,1.0,1.5,4.0,True,True
617,1617,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
618,1618,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
619,1619,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
620,1620,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
621,1621,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
622,1622,random_dense,14,36,3,8,3,3,True,1.0,1.9286,4.0,True,True
623,1623,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
624,1624,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
625,1625,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
626,1626,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
627,1627,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
628,1628,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
629,1629,random_dense,16,61,5,10,2,2,True,1.0,1.375,4.0,True,True
630,1630,greedy_trap,9,13,1,4,2,2,True,1.0,1.1111,4.0,True,True
631,1631,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
632,1632,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
633,1633,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
634,1634,cocktail_multipartite,8,21,5,6,2,2,True,1.0,1.75,4.0,True,True
635,1635,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
636,1636,random_dense,10,22,1,6,2,2,True,1.0,1.4,4.0,True,True
637,1637,greedy_trap,11,12,1,4,3,3,True,1.0,1.3636,4.0,True,True
638,1638,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
639,1639,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
640,1640,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
641,1641,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
642,1642,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
643,1643,random_dense,12,44,5,9,2,2,True,1.0,1.6667,4.0,True,True
644,1644,greedy_trap,11,10,1,4,3,3,True,1.0,1.3636,4.0,True,True
645,1645,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
